id： film1 - 这个杀手不太冷é,这个杀手不太冷 Léon,9.4,参评人数： 1814603,类型： 剧情 动作 犯罪,制片国家:  法国 / 美国,语言:  英语 / 意大利语 / 法语,上映日期： 1994-09-14(法国),片长： 110分钟(剧场版),又名:  杀手莱昂 / 终极追杀令(台) / 杀手里昂 / Leon / Leon: The Professional,导演: 吕克·贝松,编剧: 吕克·贝松,主演: 让·雷诺 / 娜塔莉·波特曼 / 加里·奥德曼 / 丹尼·爱罗 / 彼得·阿佩尔 / 迈克尔·巴达鲁科 / 艾伦·格里尼 / 伊丽莎白·瑞根 / 卡尔·马图斯维奇 / 弗兰克·赛格 / 麦温 / 乔治·马丁 / 罗伯特·拉萨多 / 亚当·布斯奇 / 马里奥·托迪斯科 / 萨米·纳塞利,豆瓣链接：https://movie.douban.com/subject/1295644/,IMDb链接： https://www.imdb.com/title/tt0110413,"简介： 
                                　　里昂（让·雷诺饰）是名孤独的职业杀手，受人雇佣。一天，邻居家小姑娘马蒂尔达（纳塔丽·波特曼饰)敲开他的房门，要求在他那里暂避杀身之祸。原来邻居家的主人是警方缉毒组的眼线，只因贪污了一小包毒品而遭恶警（加里·奥德曼饰）杀害全家的惩罚。马蒂尔达得到里昂的留救，幸免于难，并留在里昂那里。里昂教小女孩使枪，她教里昂法文，两人关系日趋亲密，相处融洽。
                                     
                                　　女孩想着去报仇，反倒被抓，里昂及时赶到，将女孩救回。混杂着哀怨情仇的正邪之战渐次升级，更大的冲突在所难免……
                        "

id： film359 - 怪奇物语第二季2,怪奇物语 第二季 Stranger Things Season 2,8.8,参评人数： 101781,类型： 剧情 恐怖 奇幻,制片国家:  美国,语言:  英语,上映日期： 2017-10-27(美国),片长：,又名:,导演: 马特·达菲 罗斯·达菲 肖恩·利维 安德鲁·斯坦顿 丽贝卡·托马斯,编剧: 马特·达菲 罗斯·达菲,主演: 薇诺娜·瑞德 / 米莉·波比·布朗 / 大卫·哈伯 / 娜塔莉·戴尔 / 诺亚·施纳普 / 伽塔·马塔拉佐 / 菲恩·伍法德 / 查理·希顿 / 凯莱布·麦克劳克林 / 乔·基瑞 / 卡拉·布欧诺 / 西恩·奥斯汀 / 切尔西·塔尔玛琪 / 乔·克里斯特 / 戴克·蒙哥马利 / 萨迪·辛克,豆瓣链接：https://movie.douban.com/subject/26844438/,IMDb链接： https://www.imdb.com/title/tt6020684,"简介： 
                                    　　第2季与第1季联系紧密，两者时间节点相隔差不多一年。第2季开场发生在一年后的万圣节，地点依然是印第安纳州的小镇霍金斯，这几个小家伙打扮成抓鬼敢死队。四个萌童中最醒目的肯定是威尔，第一季结尾时他咳嗽时吐出了一条虫子，这显然是为后续剧情埋下的伏笔。制作人之一的马特·杜菲表示：“他似乎能够看到表里世界(the Upside Down)的景象，问题在于这些景象到底是真的还是假的？看起来他正遭受着PTSD。”
                                         
                                    　　同时，过度担心乃至有点神经质的乔伊斯(薇诺娜·瑞德饰)则试图让两个儿子的生活稳定下来。她开始和前高中同学鲍勃(肖恩·奥斯汀饰)约会：“她试图遮掩很多东西，我认为她决定和鲍勃在一起，是想为孩子们的生活中带来一个好父亲。”
                                         
                                    　　霍珀警长(大卫·哈伯饰)则有一屁股的麻烦要处理，新一季中他要设法平息事态，保护乔伊斯和孩子们。哈伯表示：“所以霍珀的责任就是以官方的身份...
                            "

id： film360 - 明星大侦探第三季,明星大侦探 第三季,9.2,参评人数： 90052,类型： 真人秀,制片国家:  中国大陆,语言:  汉语普通话,上映日期： 2017-09-22(中国大陆),片长：,又名:  Who's the Murderer?,导演: 何舒,编剧: 陈晓翎 瞿邵婷 王思睿 唐欣 张晓丹 黄盈媚 郝琬莹 韩韵铃 区启尧 肖凯力,主演: 何炅 / 撒贝宁 / 吴映洁 / 白敬亭 / 吴磊 / 张若昀 / 王鸥 / 魏大勋 / 大张伟 / 潘粤明 / 杨蓉 / 魏晨,豆瓣链接：https://movie.douban.com/subject/26999861/,IMDb链接：,"简介： 
                                　　每期节目一共有六位明星玩家，在设置的游戏剧情中分别扮演【侦探】和【嫌疑人】两种角色。【侦探】游离于剧情故事之外进行案件分析与侦查，而五位【嫌疑人】当中隐藏着一名真正的【凶手】，只有【凶手】可以说谎，6位玩家需在现场6-8个场景内，寻找线索指认真凶，只有找到真正的凶手，玩 家才获胜。每期都有神秘高能玩家前来挑战。 游戏设置侦探酬金，【凶手】检举成功时计算为玩家获胜，【侦探】获得两根金条，其余非凶手玩家分别获得一根金条；【凶手】成功隐藏身份时，则拿走全部金条。芒果TV自制大型明星推理综艺将于2017年09月22日12:00上线回归，在嘉宾阵容上，本季除了延用固定嘉宾何炅、撒贝宁、鬼鬼、白敬亭等人外，还有流量小生张若昀、吴磊和芒果小鲜肉齐思钧作为第三季的首发阵容。
                        "

id： film361 - 我最好朋友的婚礼',我最好朋友的婚礼 My Best Friend's Wedding,7.4,参评人数： 78990,类型： 喜剧 爱情,制片国家:  美国,语言:  英语 / 法语 / 意大利语,上映日期： 1997-06-20(美国),片长： 105分钟,"又名:  真的想嫁你(港) / 新娘不是我(台) / Boda de mi mejor amigo, La",导演: P·J·霍根,编剧: 罗纳德·巴斯,主演: 朱莉娅·罗伯茨 / 德蒙特·莫罗尼 / 卡梅隆·迪亚兹 / 鲁伯特·艾弗雷特 / 菲利普·博斯科 / M·埃梅特·沃尔什 / 瑞切尔·格里菲斯 / 卡丽·普雷斯顿 / 苏珊·沙利文 / 克里斯托弗·马斯特森 / 布丽·特纳,豆瓣链接：https://movie.douban.com/subject/1295965/,IMDb链接： https://www.imdb.com/title/tt0119738,"简介： 
                                　　朱莉安（朱莉娅•罗伯茨 Julia Roberts 饰）和迈克尔（德蒙特•莫罗尼 Dermot Mulroney饰）是大学时候的情侣。和大多数的恋人一样，他们的热恋慢慢降温，直到沦为好朋友。于是毕业前有了这样一个约定：如果28岁之前，彼此还是单身，那么就明证了他俩是天造地设的一对，到时候两人就结婚。
                                     
                                　　毕业后二人一直通电，朱莉安以为只是友情。然而迈克尔的婚讯却让她如梦初醒——自己一直都还深爱迈克尔，此时强烈的妒嫉和伤心让她寝食难安。
                                     
                                　　朱莉安决定要改变这一切。她一手设计了一个个令人哭笑不得的“阴谋”，让迈克尔未婚妻当众出丑，离间他们的感情。当发现迈克尔对未婚妻的爱竟然占了上风时，朱莉安在婚礼上做出了疯狂举动，这一招果真气走了新娘。然而事情又有了变化。
                        "

id： film362 - 东京女子图鉴東京女子図鑑,东京女子图鉴 東京女子図鑑,8.7,参评人数： 105855,类型： 剧情,制片国家:  日本,语言:  日语,上映日期： 2016-12-16(日本),片长：,又名:  Tōkyō Joshi Zukan / Tokyo Girl,导演: 棚田由纪,编剧: 黑泽久子,主演: 水川麻美 / 阿部力 / 阳月华,豆瓣链接：https://movie.douban.com/subject/26921674/,IMDb链接： https://www.amazon.co.jp/東京女子図鑑シーズン１/dp/B01MRVSJ77 https://www.imdb.com/title/tt7256504,"简介： 
                                　　《东京女子图鉴》改编自在《东京日历》上连载的同名四格漫画，电视剧版的导演由《百万元与苦虫女》的棚田由纪担当。水川麻美将演绎女主角绫从20多岁到40多岁的成长过程，绫从家乡来到东京工作生活，随着年龄的增长、生活环境的变化，她的人生也随时面临全新的挑战。本剧在惠比寿、银座等多个地标性的外景地取景，全方位展示一个真实的东京。
                        "

id： film363 - 少年斯派维的奇异旅行..,少年斯派维的奇异旅行 The Young and Prodigious T.S. Spivet,8.5,参评人数： 90333,类型： 剧情 家庭 冒险,制片国家:  法国 / 加拿大,语言:  英语,上映日期： 2013-10-16(法国),片长： 105分钟,又名:  天才少年的奇妙旅程(港) / 天才少年的奇幻冒险(台) / TS奇旅记 / 惊为天人的小斯匹维特 / 奇异青年斯皮维特 / The Young and Prodigious Spivet,导演: 让-皮埃尔·热内,编剧: 让-皮埃尔·热内 纪尧姆·洛朗 雷夫·拉森,主演: 凯尔·凯特莱特 / 海伦娜·伯翰·卡特 / 朱迪·戴维斯 / 考乐姆·吉斯·雷尼 / 妮娅姆·威尔逊 / 里克·麦瑟 / 朱利安·瑞钦斯 / 多米尼克·皮侬,豆瓣链接：https://movie.douban.com/subject/6985803/,IMDb链接： https://www.imdb.com/title/tt1981107,"简介： 
                                　　小小少年T.S. 斯派维（凯尔·凯特莱特 Kyle Catlett 饰）生于蒙大拿州一个偏远牧场，他有一颗聪明绝顶的大脑，酷爱制图学和科学图解，年仅十岁就发明了永动机。他的父亲（考乐姆·吉斯·雷尼 Callum Keith Rennie 饰）是个狂热的牛仔迷，搜集关于西部牛仔的一切；母亲（海伦娜·伯翰·卡特 Helena Bonham Carter 饰）是一位生物学博士，潜心投入到昆虫研究中；而姐姐则是一个最普通不过的正常人，她常常为生在这个一屋子怪人的家里而烦恼。T.S.原本还有一个异卵双胞胎弟弟雷顿，去年死于一场意外。
                                     
                                　　这天，T.S.接到一个来自史密森学院的电话，告知他被授予了世界科学大奖贝尔德奖，并邀请他到华盛顿演讲。于是，十岁的科学奇才T.S.斯派维，偷偷爬上了货运火车，独自踏上了穿越美国的奇异旅行。
                        "

id： film364 - 费城故事,费城故事 Philadelphia,8.7,参评人数： 83746,类型： 剧情 同性,制片国家:  美国,语言:  英语,上映日期： 1993-12-22(美国),片长： 125分钟,又名:  费城,导演: 乔纳森·戴米,编剧: 罗恩·内斯万尼尔,主演: 汤姆·汉克斯 / 丹泽尔·华盛顿 / 罗伯塔·马克斯韦尔 / 巴兹·基尔曼 / 卡伦·芬利 / 丹尼尔查普曼 / 小马克索伦森 / 杰弗利·威廉姆森 / 查尔斯格伦 / 罗恩·沃特 / 安娜·迪佛·史密斯 / 斯蒂芬妮罗斯哈伯尔 / 丽莎塔利里科 / 乔安娜·伍德沃德 / 杰森·罗巴兹 / 罗伯特·雷吉利 / 钱德拉·威尔森 / 大卫·德雷克 / 安东尼奥·班德拉斯 / 布莱德利·惠特福德 / 莉萨·萨默乌 / 乔伊佩里洛 / 崔西·沃特 / 朱利叶斯·欧文 / 安·唐德 / 凯蒂林德纳 / 约翰·贝德福德·劳埃德 / 罗伯特·W·卡斯尔 / 亚当·勒费弗 / 加里·高兹曼 / 丹尼尔·冯·巴根 / 多萝西戴姆 / 肯尼思·厄特 / 劳伦斯·T·伦茨 / 玛丽·斯汀伯根 / 奥巴·巴巴图德 / 查尔斯·纳佩尔 / 罗杰·科曼 / 爱德华·伦德尔 / 凯瑟琳·威特 / 简博尔坎 / 迈克尔卡兰 / 瓦莱里奥贝维拉瓜 / 小罗伊布朗特 / 昆廷·克里斯普 / 托尼·德文 / 塔克·藤本,豆瓣链接：https://movie.douban.com/subject/1293145/,IMDb链接： https://www.imdb.com/title/tt0107818,"简介： 
                                　　安德鲁（汤姆•汉克斯 Tom Hanks 饰）和米勒（丹泽尔•华盛顿 Denzel Washington 饰）认识于法庭上，两人都是年轻有为的律师，各为其主。然而，年轻的安德鲁不久后因为同性恋和身染艾滋病被老板发现，以莫须有理由解雇了。
                                     
                                　　遭解雇后的安德鲁四处寻找律师为他讨回公道。当安德鲁找到米勒时，米勒一开始拒绝了他。因为米勒像普通人一样憎恨同性恋和惧怕艾滋病，但当他看到安德鲁在图书馆搜索“艾滋病歧视”时遭到管理员的白眼，听着妻子缓慢而平静地说出他们的姨妈、朋友有很多也是同性恋时，他决定受理安德鲁的案件。
                                     
                                　　在最后的法庭上，病危的安德鲁毅然出庭……
                        "

id： film365 - 春风沉醉的夜晚,春风沉醉的夜晚,8.0,参评人数： 91503,类型： 剧情 同性,制片国家:  中国大陆 / 法国,语言:  汉语普通话 / 粤语,上映日期： 2009-05-14(戛纳电影节),片长： 106分钟,又名:  春风沉醉的晚上 / 春热 / Spring Fever / A Night Deeply Drunk on the Spring Breeze,导演: 娄烨,编剧: 梅峰,主演: 秦昊 / 陈思诚 / 谭卓 / 吴伟 / 江佳奇 / 张颂文,豆瓣链接：https://movie.douban.com/subject/3690289/,IMDb链接： https://www.imdb.com/title/tt1422119,"简介： 
                                　　在南京开小书店的王平（吴伟 饰）背着妻子林雪（江佳奇 饰）与男同性恋者姜城（秦昊饰）有染。对丈夫行为生疑的林雪委托罗海涛（陈思成 饰）跟踪王平，发现了姜城的行踪。气愤的林雪到姜城任职的旅游公司大闹，迫使其与王平分手。罗海涛有一个在制衣厂做工的女友李静（谭卓 饰），但他却在跟踪的过程中对姜城产生了好感。罗海涛与分手后情绪低落的姜城交往，二人关系日渐亲密，但与此同时他又难舍李静。在三人共同出游的过程中，李静发现了罗海涛与姜城的暧昧关系，伤心落泪。一座城，许多人，都在感情的路上崎岖前行。
                                     
                                　　本片被提名2009年第62届戛纳电影节金棕榈奖，并获最佳编剧奖。
                        "

id： film366 - 莫扎特传,莫扎特传 Amadeus,8.7,参评人数： 84182,类型： 剧情 音乐 传记 历史,制片国家:  美国,语言:  英语 / 意大利语 / 德语,上映日期： 1984-09-19,片长： 160 分钟,又名:  阿玛迪斯(台) / 上帝的宠儿 / 阿玛多伊斯 / 莫札特传,导演: 米洛斯·福尔曼,编剧: 彼得·谢弗,主演: 汤姆·休斯克 / F·默里·亚伯拉罕 / 伊丽莎白·贝里奇 / 罗伊·多特里斯 / 杰弗瑞·琼斯,豆瓣链接：https://movie.douban.com/subject/1293399/,IMDb链接： https://www.imdb.com/title/tt0086879,"简介： 
                                　　本片从一个宫廷乐师萨里埃利的角度，为我们呈现了天才莫扎特的一生。萨里埃利（F·莫里·亚伯拉罕 F. Murray Abraham饰）是维也纳音乐界里有名的人物，自视甚高的他自从遇到了莫扎特（汤姆·休斯克 Tom Hulce饰），心里的妒嫉之火便熊熊燃烧不能平息。莫扎特总能以他超乎常人的音乐作品赢得全场惊叹，他的《费加罗的婚礼》等歌剧，都成了传颂千古的经典。
                                     
                                　　萨里埃利对莫扎特又羡慕又嫉恨的心理已经发展到几乎扭曲的地步。他在莫扎特的事业上一次次的从中作梗——故意缩短歌剧的上演周期，恶意删改莫扎特的作品，在莫扎特承受着丧父之痛时给他无情的精神折磨。贫穷虚弱的莫扎特在生命最后的几年里，写就遗作《安魂曲》，一代大师35岁就与世长辞，留下不朽作品。而萨里埃利，早有等待他的宿命般的结局。
                        "

id： film367 - 秘密花园시크릿가든,秘密花园 시크릿 가든,8.4,参评人数： 100131,类型： 剧情 爱情 科幻,制片国家:  韩国,语言:  韩语,上映日期： 2010-11-13(韩国),片长：,又名:  Secret Garden,导演: 申宇哲,编剧: 金银淑,主演: 河智苑 / 玄彬 / 尹相铉 / 金莎朗 / 刘仁娜 / 白智英 / 金成伍 / 李钟硕 / 崔允素 / 张瑞元 / 韩艺媛 / 郑仁基 / 李浚赫 / 孙艺珍 / 李必立,豆瓣链接：https://movie.douban.com/subject/4967578/,IMDb链接： http://tv.sbs.co.kr/secretgarden https://www.imdb.com/title/tt1841321,"简介： 
                                　　百货公司社长金洙元（玄彬 饰）帅气多金高学历，信奉“不浪费时间和感情”的政治婚姻。他的表哥是大受女性欢迎的韩流明星奥斯卡（尹相铉 饰），为了帮奥斯卡摆平绯闻，金洙元来到电影拍摄现场，却误打误撞地带走了特技替身演员吉罗琳（河智苑 饰）。很快，留着一头帅气短发、行动干脆利落的吉罗琳俘虏了金洙元的心，然而二人之间经济水平以及阶级地位的巨大差异，让金社长内心十分矛盾痛苦。
                                     
                                　　随后因为各种机缘巧合，众人齐聚济州岛。在一个电闪雷鸣的长夜里，金洙元和吉罗琳都喝了从奇怪地方带回的酒，奇怪的事情就此发生，他们的灵魂互换了。贫穷的特技替身演员，以及“特长是赚钱”的社长，二人开始互相扮演对方的角色……
                        "

id： film368 - 真心半解,真心半解 The Half of It,8.0,参评人数： 101451,类型： 喜剧 爱情 同性,制片国家:  美国,语言:  英语 / 汉语普通话 / 法语,上映日期： 2020-05-01(美国),片长： 104分钟,又名:  青春未知数(台) / 校园情圣 / 一半一半,导演: 伍思薇,编剧: 伍思薇,主演: 莉娅·刘易斯 / 丹尼尔·迪默 / 艾丽克西斯·勒梅尔 / 沃尔夫冈·诺沃格拉茨 / 邹兆龙 / 贝琦·安·贝克 / 恩里克·穆西安诺 / 麦金太尔·狄克逊 / 凯瑟琳·科廷 / 亚历克·廷彻 / 邦妮·弗兰纳里 / 泰勒·克罗泽 / 斯潘塞·沃瓦克 / 帕特里克·约翰逊 / 加比·萨默斯 / 亚历山卓·巴格特 / 马克·德巴格 / 乔纳·福尔肯,豆瓣链接：https://movie.douban.com/subject/33420285/,IMDb链接： https://www.imdb.com/title/tt9683478,"简介： 
                                　　个性体贴的运动健将保罗爱上了学校校花，但他实在不善言辞，于是决定僱用内向的高材生艾莉帮他展开追求，毫不相干的两人也因此成为朋友。然而，艾莉发现自己竟然也对校花产生好感，她和保罗的友谊因此变得複杂。本片为编剧兼导演伍思薇的最新力作。
                        "

id： film369 - 秘密森林비밀의숲,秘密森林 비밀의 숲,9.3,参评人数： 111823,类型： 剧情 悬疑 惊悚 犯罪,制片国家:  韩国,语言:  韩语,上映日期： 2017-06-10(韩国),片长：,又名:  秘密的森林 / 秘密之森 / Forest of Secrets / Stranger,导演: 安吉镐,编剧: 李秀妍,主演: 曹承佑 / 裴斗娜 / 李浚赫 / 申惠善 / 朴镇宇 / 崔秉默 / 李璟荣 / 刘在明 / 尹世雅 / 徐东元 / 朴顺天 / 严孝燮 / 尹敬浩,豆瓣链接：https://movie.douban.com/subject/26934346/,IMDb链接： http://program.tving.com/tvn/stranger https://www.imdb.com/title/tt6461346,"简介： 
                                　　讲述了儿时经历脑部手术失去情感神经的天才检察官黄时木（曹承佑 饰）8年来在腐败的检查厅内一直孤军奋战，直到某天一具诡异的尸体让他卷入了一场恐怖的连环杀人事件。裴斗娜饰演的女警韩汝真正义感十足，在经过严苛选拔进入核心重案组后便开始协助黄时木调查此案。
                        "

id： film370 - 炮友,炮友 Friends with Benefits,6.6,参评人数： 87287,类型： 喜剧 爱情,制片国家:  美国,语言:  英语,上映日期： 2011-07-22(美国),片长： 109分钟,又名:  好友万万睡(台) / 恋搞好朋友(港) / 朋友也上床 / 炮友关系 / 恋人未满 / 不只是朋友 / 利益朋友 / 互利朋友 / 好友一被子(豆友译名),导演: 威尔·古勒,编剧: Keith Merryman David A. Newman 威尔·古勒 Harley Peyton,主演: 贾斯汀·汀布莱克 / 米拉·库尼斯 / 艾玛·斯通 / 伍迪·哈里森 / 安迪·萨姆伯格 / 理查德·詹金斯 / 派翠西娅·克拉克森 / 珍娜·艾夫曼 / 拉什达·琼斯 / 布莱恩·格林伯格 / 大卫·瓦尔顿 / 诺兰·古德,豆瓣链接：https://movie.douban.com/subject/4826330/,IMDb链接： http://www.fwb-movie.com https://www.imdb.com/title/tt1632708,"简介： 
                                    　　杰米（米拉•库妮丝 Mila Kunis 饰）是一位在纽约供职的猎头，为了将身在洛杉矶的迪伦（贾斯汀•汀布莱克 Justin Timberlake 饰）挖角到纽约，她提供的不仅是丰厚薪资，还给了这位初来乍到者真挚的友情，带着他领略了纽约的美好夜晚。“挖角”成功了，两人成  了最好的朋友，也难免受到对方吸引。此时恰逢迪伦与前任分手，而曾经受过情伤的杰米也不想进入一段正式关系，于是两人商定只谈性不谈爱。在迪伦的鼓励下，杰米在公园搭讪到令她动心的人——医生帕克（布赖恩•加连保格 Bryan Greenberg 饰），可是很快发现对方只是想把她搞上床，令她再度受伤。为了帮杰米走出阴霾，迪伦带杰米回到自己家乡，两人隐隐意识到对彼此的感情，却在这当口发生一场误会。唯有失去才会懂得珍惜，迪伦在杰米心灰意冷独自回纽约后，明白自己已经深深爱上她，而她却仿佛在他生活中消...
                            "

id： film371 - 王牌贱谍：格林斯比,王牌贱谍：格林斯比 The Brothers Grimsby,7.3,参评人数： 87973,类型： 喜剧 动作,制片国家:  英国 / 澳大利亚 / 美国,语言:  英语,上映日期： 2016-02-24(美国),片长： 83分钟,又名:  特务大临演(台) / 格林姆斯比兄弟 / 格林姆撕逼兄弟(豆友译名) / 格林姆斯比 / Grimsby / The Curse of Hendon,导演: 路易斯·莱特里尔,编剧: 萨莎·拜伦·科恩 菲尔·约翰斯顿 彼得·贝恩汉姆,主演: 萨莎·拜伦·科恩 / 马克·斯特朗 / 艾拉·菲舍尔 / 蕾蓓尔·威尔森 / 加布蕾·丝迪贝 / 佩内洛普·克鲁兹 / 安娜贝拉·沃丽丝 / 伊恩·麦柯肖恩 / 斯科特·阿金斯 / 大卫·哈雷伍德 / 山姆·哈兹尔丁 / 莱斯·施拉普内尔 / 布伦丹·帕特里克斯 / 王丽雅 / 李·尼古拉斯·哈里斯 / 约翰尼·维加斯 / 罗里·基南,豆瓣链接：https://movie.douban.com/subject/25830732/,IMDb链接： http://www.thebrothersgrimsby-movie.com https://www.imdb.com/title/tt3381008,"简介： 
                                　　MI6秘密特工（马克·斯特朗饰）为了完成一项任务，不得不同与自己在年少分离的足球流氓哥哥（萨莎·拜伦·科恩饰）携手。当蠢贱无双的哥哥遇到精英特工弟弟，活活将一次箭在弦上的隐秘行动，搅和成一场鸡飞狗跳的绝命逃亡。人类的安危系于由两个画风完全不同的家伙临时凑成的组合上，一个王牌大“贱”谍如何拯救世界的搞笑故事就此展开。
                        "

id： film372 - 乘风破浪的姐姐,乘风破浪的姐姐,7.1,参评人数： 152482,类型： 真人秀,制片国家:  中国大陆,语言:  汉语普通话,上映日期： 2020-06-12(中国大陆),片长：,又名:  乘风破浪的姐姐们 / Older Sisters Who Brave the Winds and Waves / Sisters Who Make Waves,导演: 吴梦知 晏吉,编剧: 莫乃珊,主演: 宁静 / 张雨绮 / 黄圣依 / 伊能静 / 万茜 / 金晨 / 吴昕 / 郁可唯 / 蓝盈莹 / 张含韵 / 李斯丹妮 / 王霏霏 / 孟佳 / 袁咏琳 / 白冰 / 张萌 / 沈梦辰 / 黄龄 / 钟丽缇 / 郑希怡 / 王丽坤 / 丁当 / 阿朵 / 金莎 / 刘芸 / 陈松伶 / 海陆 / 王智 / 许飞 / 朱婧汐 / 黄晓明 / 杜华 / 赵兆 / 陈琦沅 / 魏大勋 / 杜海涛 / 彭磊 / 赵梦 / 庞宽 / 杨澜 / 霍汶希 / 李佳琦,豆瓣链接：https://movie.douban.com/subject/34894589/,IMDb链接：,"简介： 
                                　　节目将通过呈现当代30位不同女性的追梦历程、现实困境和平衡选择，让观众在过程中反观自己的选择与梦想，找到实现自身梦想最好的途径，发现实现自身价值的最佳的选择。
                        "

id： film373 - 越狱第二季2,越狱  第二季 Prison Break Season 2,8.6,参评人数： 87946,类型： 剧情 惊悚 犯罪 冒险,制片国家:  美国,语言:  英语 / 西班牙语,上映日期： 2006-08-21(美国),片长：,又名:  越狱 第二季：亡命天涯,导演: Brett Ratner,编剧: 保罗·舒尔灵,主演: 温特沃斯·米勒 / 多米尼克·珀塞尔 / 罗宾·汤尼 / 阿莫里·诺拉斯科 / 彼得·斯特曼 / 罗伯特·克耐普 / 韦德·威廉姆斯 / 莎拉·韦恩·卡丽丝 / 洛克蒙·邓巴 / 威廉·菲克纳 / 雷吉·李 / 劳拉·韦德 / 卡利斯勒·斯图德尔,豆瓣链接：https://movie.douban.com/subject/1876781/,IMDb链接： http://www.fox.com/prisonbreak https://www.imdb.com/title/tt0839360,"简介： 
                                　　第一季的最后一集，当迈克（文特沃斯•米勒 Wentworth Miller 饰）和林肯（多米尼克•珀塞尔 Dominic Purcell 饰）他们跑到黑帮老大阿布鲁奇派来的飞机所停泊的地方时，飞行员因为安全问题而没等到他们就离开了。逃脱的囚犯们只能望天长叹，于是，他们各自展开了逃亡生涯。
                                     
                                　　FBI追捕逃犯的资深探员马宏在副总统的授权下成为捉捕小组的主管，他决定逐个击破。另一方面，莎拉的父亲因为林肯这起案件而遭灭口，她开始相信麦克了，并从父亲的遗物那里获得蛛丝马迹；副总统的手下Kellerman 前往捉捕林肯的儿子LJ准备拿他当人质时，将LJ一家都杀死了，而却被LJ意外逃脱；一直帮助林肯的律师掌握到了越来越多的线索……一切阴谋似乎都在慢慢揭开。
                        "

id： film374 - 我才不要和你做朋友呢,我才不要和你做朋友呢,8.2,参评人数： 130506,类型： 喜剧 爱情 奇幻,制片国家:  中国大陆,语言:  汉语普通话,上映日期： 2020-05-19(中国大陆),片长：,又名:  Don't Want to be Friends with You,导演: 田宇,编剧: 程小猫 程梦琰,主演: 陈昊宇 / 庄达菲 / 周彦辰 / 马思超 / 古子成 / 郭欣禹 / 王漪淼 / 宁小花 / 李昊霖,豆瓣链接：https://movie.douban.com/subject/34863327/,IMDb链接： https://www.imdb.com/title/tt12357086,"简介： 
                                　　《我才不要和你做朋友呢》通过讲述一场奇幻旅行遇见自己18岁妈妈的故事来探讨代际话题。从小与妈妈相依为命的高中生李进步（庄达菲饰）因为一场奇幻旅行回到了20年前，遇见妈妈李青桐（陈昊宇饰）并做起了好友，俩人因为时代，性格差异闹出种种笑话，也携手走过甜蜜与苦涩并存的青春时代。李进步了解到母亲隐忍、勇敢的一面，回到现实后，两人走出关系困境，也互相支撑着寻找各自人生的真谛。
                        "

id： film375 - 芳芳,芳芳 Fanfan,8.1,参评人数： 80448,类型： 喜剧 爱情,制片国家:  法国,语言:  法语,上映日期： 1993-06-16,片长： 85分钟,又名:  留住有情人 / Fanfan & Alexandre,导演: 亚历山大·雅丁,编剧: 亚历山大·雅丁,主演: 苏菲·玛索 / 文森特·佩雷斯 / 玛丽娜·德尔泰姆 / 布鲁诺·托德契尼,豆瓣链接：https://movie.douban.com/subject/1293377/,IMDb链接： https://www.imdb.com/title/tt0106866,"简介： 
                                　　亚历（文森特•佩雷斯 Vincent Perez 饰）快要结婚了。在他的观念中，一上床就意味着爱的结束。这都是因为小时候他看见妈妈不停更换性伴侣造成的阴影。当他看到舞姿动人的芳芳（苏菲•玛索 Sophie Marceau饰），心里燃起了真爱的火焰。亚历决定，他要追求芳芳，但不去涉及情欲。
                                     
                                　　芳芳也爱上了亚历，然而亚历和她完全是精神恋爱，令芳芳非常苦恼。亚历为了接近芳芳，住在她房间隔壁，装上单面玻璃观察芳芳每天的生活。看着她换上舞服、抬起舞步，做各种鬼怪的表情，却没有勇气打破二人的界限。这面玻璃，成了亚历的一堵心墙。
                                     
                                　　到底还要等多久，才能有情人终成眷属？芳芳终于发现了亚历的秘密，然而亚历能不能消解心结？
                        "

id： film376 - 城市猎人시티헌터,城市猎人 시티헌터,8.1,参评人数： 96640,类型： 剧情 动作 惊悚,制片国家:  韩国,语言:  韩语,上映日期： 2011-05-25(韩国),片长：,又名:  City Hunter,导演: 陈赫,编剧: 黄恩庆,主演: 李敏镐 / 朴敏英 / 李浚赫 / 具荷拉 / 黄善熙 / 金相中 / 千虎珍 / 金相浩 / 李光洙 / 闵英媛 / 尹艺熙 / 郑俊 / 白胜贤,豆瓣链接：https://movie.douban.com/subject/6013893/,IMDb链接： http://tv.sbs.co.kr/cityhunter/ https://www.imdb.com/title/tt1982229,"简介： 
                                　　由于总统在缅甸遭受恐怖袭击，所以国防部决定对朝鲜进行报复行动，该行动由国防部长崔英灿主导，但21名特种部队成员完成任务后却遭灭口，在好友朴武烈保护下，李震彪（金相中 饰）成了唯一的幸存者。面对国家背叛，他决定复仇。他抢走了朴武烈的独子潜逃至泰国，抚养他长大。28年后，从美国MIT学成归来的李润成（李民浩 饰），带着义父复仇的旨意回到韩国。为了掩人耳目，他的身份是青瓦台国家通信网特聘专家，阴错阳差结识了青瓦台警卫员金娜娜（朴敏英 饰），后者身世凄惨，但颇为坚强，相似的命运让两人发生了一段生死之恋。李润成在复仇时用了“城市猎人”的代号，成为首尔检察官金英株（李俊赫 饰）一直追逐的目标。在一个个消灭主谋的同时，真相正在浮出水面……
                        "

